ID,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,CREDIT_RISK
5008804,0,427500.0,32.89041095890411,12.443835616438356,1,1,0,0,2.0,0
5008805,0,427500.0,32.89041095890411,12.443835616438356,1,1,0,0,2.0,0
5008806,0,112500.0,58.83287671232877,3.106849315068493,1,0,0,0,2.0,0
5008808,0,270000.0,52.35616438356164,8.35890410958904,1,0,1,1,1.0,0
5008809,0,270000.0,52.35616438356164,8.35890410958904,1,0,1,1,1.0,0
5008810,0,270000.0,52.35616438356164,8.35890410958904,1,0,1,1,1.0,0
5008811,0,270000.0,52.35616438356164,8.35890410958904,1,0,1,1,1.0,0
5008812,0,283500.0,61.54520547945206,1000.6657534246575,1,0,0,0,1.0,1
5008813,0,283500.0,61.54520547945206,1000.6657534246575,1,0,0,0,1.0,1
5008814,0,283500.0,61.54520547945206,1000.6657534246575,1,0,0,0,1.0,1
5008815,0,270000.0,46.224657534246575,2.106849315068493,1,1,1,1,2.0,1
5112956,0,270000.0,46.224657534246575,2.106849315068493,1,1,1,1,2.0,1
5008819,0,135000.0,48.706849315068496,3.271232876712329,1,0,0,0,2.0,0
5008820,0,135000.0,48.706849315068496,3.271232876712329,1,0,0,0,2.0,0
5008821,0,135000.0,48.706849315068496,3.271232876712329,1,0,0,0,2.0,1
5008822,0,135000.0,48.706849315068496,3.271232876712329,1,0,0,0,2.0,0
5008823,0,135000.0,48.706849315068496,3.271232876712329,1,0,0,0,2.0,1
5008824,0,135000.0,48.706849315068496,3.271232876712329,1,0,0,0,2.0,1
5008825,0,130500.0,29.23013698630137,3.021917808219178,1,0,0,0,2.0,1
5008826,0,130500.0,29.23013698630137,3.021917808219178,1,0,0,0,2.0,0
5008830,0,157500.0,27.482191780821918,4.024657534246575,1,0,1,0,2.0,0
5008831,0,157500.0,27.482191780821918,4.024657534246575,1,0,1,0,2.0,1
5008832,0,157500.0,27.482191780821918,4.024657534246575,1,0,1,0,2.0,0
5008834,1,112500.0,30.04931506849315,4.438356164383562,1,0,0,0,2.0,0
5008835,1,112500.0,30.04931506849315,4.438356164383562,1,0,0,0,2.0,0
5008836,3,270000.0,34.76438356164383,3.186301369863014,1,0,0,0,5.0,0
5008837,3,270000.0,34.76438356164383,3.186301369863014,1,0,0,0,5.0,0
5008838,1,405000.0,32.443835616438356,5.523287671232877,1,0,0,0,3.0,1
5008839,1,405000.0,32.443835616438356,5.523287671232877,1,0,0,0,3.0,1
5008840,1,405000.0,32.443835616438356,5.523287671232877,1,0,0,0,3.0,0
5008841,1,405000.0,32.443835616438356,5.523287671232877,1,0,0,0,3.0,1
5008842,1,405000.0,32.443835616438356,5.523287671232877,1,0,0,0,3.0,1
5008843,1,405000.0,32.443835616438356,5.523287671232877,1,0,0,0,3.0,0
5008844,0,112500.0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,1
5008846,0,112500.0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,1
5008847,0,112500.0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,1
5008849,0,112500.0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,0
5008850,0,112500.0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,1
5008851,0,112500.0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,1
5008852,0,112500.0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,1
5008853,0,112500.0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,1
5008854,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008855,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,0
5008856,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008857,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,0
5008858,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008859,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008860,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008861,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008862,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008863,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008864,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008865,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008866,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,1
5008867,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,0
5112846,2,135000.0,43.18082191780822,8.693150684931506,1,0,0,0,4.0,0
5008868,1,211500.0,44.416438356164385,19.44931506849315,1,0,0,0,3.0,1
5008870,1,211500.0,44.416438356164385,19.44931506849315,1,0,0,0,3.0,1
5008872,0,360000.0,45.67123287671233,14.695890410958905,1,0,1,0,2.0,1
5008873,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0
5008874,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0
5008875,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0
5008876,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0
5008877,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,1
5008878,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,1
5008879,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0
5008880,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0
5008881,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0
5008882,2,126000.0,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0
5008884,0,315000.0,55.3041095890411,1000.6657534246575,1,0,0,0,1.0,0
5008888,0,247500.0,46.61917808219178,3.6904109589041094,1,0,0,0,1.0,1
5008889,0,247500.0,46.61917808219178,3.6904109589041094,1,0,0,0,1.0,1
5008890,0,247500.0,46.61917808219178,3.6904109589041094,1,0,0,0,1.0,1
5112847,0,247500.0,46.61917808219178,3.6904109589041094,1,0,0,0,1.0,1
5008891,0,297000.0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0
5008892,0,297000.0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0
5008893,0,297000.0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0
5008894,0,297000.0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0
5008895,0,297000.0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0
5008896,0,297000.0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0
